feature1,feature2,feature3,observation
-1.594427658794367,-1.606260243921025,1.9647251329163893,1.661849684463842
-0.5993750229537729,-0.6197673447313738,0.03526355197172861,-0.6741922164351366
0.005243699718183166,0.002549631373737589,-0.6997255079925854,-3.019403021927108
0.046980593764742055,0.05415601632270168,0.21397991073422196,-1.1038570139222348
-0.45006547147924364,-0.4350419009582834,-0.11232804969082963,-0.6689203031984381
0.6228499323474987,0.6235908801516965,-0.2209695995332226,0.12392395319258165
-1.0676204293825944,-1.0513342739268814,0.6141667000434252,-2.2811284465942303
-0.1423794850212935,-0.1561804996034424,0.7575077100473051,0.7560224382692736
0.12029563171189886,0.1032618073183473,-0.5305011476105275,-3.277631905973197
0.514438834058749,0.5138833570697828,-0.57581824064468,-3.083043215747777
0.7116148780888896,0.7154555325782826,-0.275051697151644,0.5357741757226676
-1.124642091837869,-1.1249690393188099,-2.301921164735585,-8.246611879855184
-1.5341141707356223,-1.5547885917360211,-1.515191062198552,-10.074392364887238
1.277676821898509,1.2767856215033813,1.3668742674445244,6.216272081635779
0.33231401197959165,0.31926931697454314,1.6449677135012837,3.909754510326061
-0.7484865365565536,-0.7417898110682533,-0.24903603955637832,-3.7111163990820373
1.551151975522523,1.5548179579834913,0.5765569630557664,3.250578863356381
0.11567463429285867,0.10627583642958512,0.3112501545435361,-0.727087431053311
1.1792971840638264,1.1741585148904594,3.0788808084552377,10.628342413918093
0.06751848141010895,0.05692634619121943,1.1195749114345768,1.6310351750562417
2.060747924881987,2.0601211339092553,-0.12791759148076653,3.006319528183318
1.7553408424432044,1.7648922656482169,-0.9555404406004258,-0.37752347674896825
-0.2489641484790735,-0.25882140894242894,-1.6064463202575725,-6.585787085987341
0.9715709509543554,0.9766114161095338,0.2034636358672231,0.6610905429343179
0.6453759495851475,0.6400733734014231,-0.7563507452843033,-2.5709793958021208
1.3686315575323487,1.3607028292097252,-1.4222537095976742,-1.7978929728704391
-0.9649234605801045,-0.9659937641796501,-0.6465728842425267,-4.371859297062045
0.6860514599984393,0.6756990367742456,-1.0815480036143952,-3.881153605317439
1.0584244868495878,1.052887993796116,1.6871416350725648,6.26099670518568
-1.7587394864231143,-1.7707182653490028,0.8816397569494505,-1.1571089154037533
